year,cell,flow,doxx,bodx,nh4x,no3x,orgn,orgp,po4x,totn,totp,tssx
1991,    92, 0.921E+01, 0.411E+04, 0.239E+05, 0.920E+04, 0.221E+04, 0.256E+04, 0.572E+03, 0.233E+04, 0.140E+05, 0.290E+04, 0.313E+05
1992,    92, 0.905E+01, 0.405E+04, 0.192E+05, 0.899E+04, 0.221E+04, 0.247E+04, 0.564E+03, 0.229E+04, 0.137E+05, 0.285E+04, 0.197E+05
1993,    92, 0.963E+01, 0.430E+04, 0.214E+05, 0.969E+04, 0.227E+04, 0.266E+04, 0.589E+03, 0.242E+04, 0.146E+05, 0.301E+04, 0.232E+05
1994,    92, 0.105E+02, 0.466E+04, 0.253E+05, 0.107E+05, 0.237E+04, 0.291E+04, 0.625E+03, 0.261E+04, 0.160E+05, 0.323E+04, 0.295E+05
1995,    92, 0.103E+02, 0.511E+04, 0.284E+05, 0.102E+05, 0.247E+04, 0.234E+04, 0.602E+03, 0.248E+04, 0.150E+05, 0.308E+04, 0.392E+05
1996,    92, 0.133E+02, 0.111E+05, 0.338E+05, 0.141E+05, 0.269E+04, 0.386E+04, 0.749E+03, 0.326E+04, 0.206E+05, 0.401E+04, 0.434E+05
1997,    92, 0.144E+02, 0.916E+04, 0.334E+05, 0.143E+05, 0.269E+04, 0.395E+04, 0.994E+03, 0.372E+04, 0.209E+05, 0.472E+04, 0.407E+05
1998,    92, 0.164E+02, 0.913E+04, 0.316E+05, 0.150E+05, 0.299E+04, 0.500E+04, 0.127E+04, 0.433E+04, 0.230E+05, 0.561E+04, 0.369E+05
1999,    92, 0.183E+02, 0.931E+04, 0.408E+05, 0.146E+05, 0.215E+04, 0.433E+04, 0.135E+04, 0.473E+04, 0.211E+05, 0.608E+04, 0.494E+05
2000,    92, 0.153E+02, 0.890E+04, 0.188E+05, 0.654E+04, 0.637E+04, 0.398E+04, 0.119E+04, 0.329E+04, 0.169E+05, 0.448E+04, 0.133E+05
1991,    61, 0.252E+03, 0.999E+05, 0.221E+06, 0.297E+06, 0.145E+06, 0.574E+05, 0.502E+04, 0.148E+05, 0.500E+06, 0.199E+05, 0.223E+06
1992,    61, 0.251E+03, 0.169E+06, 0.213E+06, 0.336E+06, 0.115E+06, 0.700E+05, 0.477E+04, 0.147E+05, 0.521E+06, 0.195E+05, 0.254E+06
1993,    61, 0.283E+03, 0.185E+06, 0.244E+06, 0.353E+06, 0.912E+05, 0.754E+05, 0.590E+04, 0.150E+05, 0.520E+06, 0.209E+05, 0.286E+06
1994,    61, 0.298E+03, 0.205E+06, 0.267E+06, 0.321E+06, 0.127E+06, 0.576E+05, 0.583E+04, 0.201E+05, 0.506E+06, 0.259E+05, 0.286E+06
1995,    61, 0.283E+03, 0.209E+06, 0.220E+06, 0.379E+06, 0.135E+06, 0.684E+05, 0.471E+04, 0.199E+05, 0.583E+06, 0.246E+05, 0.262E+06
1996,    61, 0.331E+03, 0.255E+06, 0.196E+06, 0.331E+06, 0.147E+06, 0.776E+05, 0.482E+04, 0.262E+05, 0.555E+06, 0.310E+05, 0.334E+06
1997,    61, 0.297E+03, 0.219E+06, 0.203E+06, 0.325E+06, 0.138E+06, 0.481E+05, 0.574E+04, 0.196E+05, 0.510E+06, 0.253E+05, 0.267E+06
1998,    61, 0.309E+03, 0.207E+06, 0.200E+06, 0.297E+06, 0.924E+05, 0.612E+05, 0.607E+04, 0.221E+05, 0.451E+06, 0.282E+05, 0.258E+06
1999,    61, 0.318E+03, 0.194E+06, 0.180E+06, 0.176E+06, 0.152E+06, 0.506E+05, 0.671E+04, 0.162E+05, 0.379E+06, 0.229E+05, 0.239E+06
2000,    61, 0.330E+03, 0.198E+06, 0.170E+06, 0.109E+06, 0.177E+06, 0.477E+05, 0.135E+05, 0.157E+05, 0.333E+06, 0.293E+05, 0.261E+06
1991,    86, 0.578E+02, 0.449E+06, 0.153E+06, 0.597E+05, 0.882E+05, 0.188E+05, 0.604E+04, 0.194E+05, 0.167E+06, 0.255E+05, 0.730E+06
1992,    86, 0.534E+02, 0.493E+06, 0.155E+06, 0.516E+05, 0.111E+06, 0.168E+05, 0.247E+04, 0.145E+05, 0.179E+06, 0.170E+05, 0.782E+06
1993,    86, 0.562E+02, 0.557E+06, 0.173E+06, 0.538E+05, 0.127E+06, 0.165E+05, 0.290E+04, 0.162E+05, 0.197E+06, 0.191E+05, 0.867E+06
1994,    86, 0.633E+02, 0.486E+06, 0.156E+06, 0.607E+05, 0.107E+06, 0.230E+05, 0.344E+04, 0.162E+05, 0.190E+06, 0.197E+05, 0.770E+06
1995,    86, 0.551E+02, 0.538E+06, 0.150E+06, 0.460E+05, 0.126E+06, 0.215E+05, 0.261E+04, 0.165E+05, 0.193E+06, 0.191E+05, 0.826E+06
1996,    86, 0.684E+02, 0.471E+06, 0.166E+06, 0.516E+05, 0.118E+06, 0.276E+05, 0.502E+04, 0.178E+05, 0.197E+06, 0.229E+05, 0.803E+06
1997,    86, 0.557E+02, 0.503E+06, 0.157E+06, 0.454E+05, 0.120E+06, 0.222E+05, 0.488E+04, 0.187E+05, 0.187E+06, 0.236E+05, 0.794E+06
1998,    86, 0.641E+02, 0.562E+06, 0.169E+06, 0.318E+05, 0.127E+06, 0.260E+05, 0.418E+04, 0.176E+05, 0.184E+06, 0.218E+05, 0.902E+06
1999,    86, 0.665E+02, 0.475E+06, 0.167E+06, 0.266E+05, 0.116E+06, 0.233E+05, 0.490E+04, 0.169E+05, 0.166E+06, 0.218E+05, 0.978E+06
2000,    86, 0.705E+02, 0.503E+06, 0.167E+06, 0.296E+05, 0.118E+06, 0.253E+05, 0.622E+04, 0.190E+05, 0.173E+06, 0.252E+05, 0.838E+06
1991,    34, 0.737E+04, 0.422E+07, 0.164E+07, 0.293E+07, 0.664E+07, 0.926E+06, 0.383E+05, 0.685E+05, 0.105E+08, 0.107E+06, 0.594E+07
1992,    34, 0.744E+04, 0.450E+07, 0.195E+07, 0.283E+07, 0.672E+07, 0.838E+06, 0.458E+05, 0.691E+05, 0.104E+08, 0.115E+06, 0.668E+07
1993,    34, 0.794E+04, 0.474E+07, 0.207E+07, 0.267E+07, 0.637E+07, 0.837E+06, 0.404E+05, 0.614E+05, 0.988E+07, 0.102E+06, 0.685E+07
1994,    34, 0.803E+04, 0.508E+07, 0.226E+07, 0.320E+07, 0.544E+07, 0.975E+06, 0.741E+05, 0.563E+05, 0.961E+07, 0.130E+06, 0.791E+07
1995,    34, 0.770E+04, 0.517E+07, 0.194E+07, 0.254E+07, 0.624E+07, 0.862E+06, 0.363E+05, 0.623E+05, 0.965E+07, 0.986E+05, 0.678E+07
1996,    34, 0.852E+04, 0.515E+07, 0.239E+07, 0.302E+07, 0.505E+07, 0.102E+07, 0.538E+05, 0.741E+05, 0.909E+07, 0.128E+06, 0.857E+07
1997,    34, 0.800E+04, 0.466E+07, 0.190E+07, 0.240E+07, 0.466E+07, 0.954E+06, 0.303E+05, 0.598E+05, 0.801E+07, 0.900E+05, 0.624E+07
1998,    34, 0.811E+04, 0.437E+07, 0.224E+07, 0.203E+07, 0.492E+07, 0.889E+06, 0.398E+05, 0.718E+05, 0.783E+07, 0.112E+06, 0.633E+07
1999,    34, 0.766E+04, 0.316E+07, 0.187E+07, 0.238E+07, 0.554E+07, 0.926E+06, 0.489E+05, 0.786E+05, 0.885E+07, 0.127E+06, 0.407E+07
2000,    34, 0.794E+04, 0.358E+07, 0.219E+07, 0.282E+07, 0.408E+07, 0.107E+07, 0.520E+05, 0.607E+05, 0.797E+07, 0.113E+06, 0.339E+07
1991,    64, 0.479E+04, 0.215E+07, 0.382E+07, 0.289E+07, 0.223E+07, 0.797E+06, 0.961E+05, 0.161E+06, 0.592E+07, 0.258E+06, 0.651E+07
1992,    64, 0.466E+04, 0.310E+07, 0.326E+07, 0.223E+07, 0.249E+07, 0.477E+06, 0.941E+05, 0.142E+06, 0.520E+07, 0.236E+06, 0.392E+07
1993,    64, 0.479E+04, 0.296E+07, 0.455E+07, 0.205E+07, 0.240E+07, 0.605E+06, 0.101E+06, 0.978E+05, 0.506E+07, 0.199E+06, 0.533E+07
1994,    64, 0.472E+04, 0.311E+07, 0.367E+07, 0.216E+07, 0.202E+07, 0.648E+06, 0.940E+05, 0.881E+05, 0.483E+07, 0.182E+06, 0.555E+07
1995,    64, 0.432E+04, 0.290E+07, 0.347E+07, 0.202E+07, 0.205E+07, 0.577E+06, 0.880E+05, 0.103E+06, 0.464E+07, 0.191E+06, 0.514E+07
1996,    64, 0.479E+04, 0.326E+07, 0.363E+07, 0.162E+07, 0.252E+07, 0.785E+06, 0.911E+05, 0.889E+05, 0.493E+07, 0.180E+06, 0.628E+07
1997,    64, 0.431E+04, 0.268E+07, 0.251E+07, 0.167E+07, 0.189E+07, 0.802E+06, 0.514E+05, 0.930E+05, 0.436E+07, 0.144E+06, 0.453E+07
1998,    64, 0.432E+04, 0.241E+07, 0.235E+07, 0.178E+07, 0.177E+07, 0.731E+06, 0.481E+05, 0.101E+06, 0.428E+07, 0.149E+06, 0.300E+07
1999,    64, 0.413E+04, 0.229E+07, 0.230E+07, 0.139E+07, 0.193E+07, 0.847E+06, 0.403E+05, 0.878E+05, 0.416E+07, 0.128E+06, 0.234E+07
2000,    64, 0.424E+04, 0.241E+07, 0.224E+07, 0.151E+07, 0.170E+07, 0.702E+06, 0.466E+05, 0.105E+06, 0.392E+07, 0.151E+06, 0.224E+07
1991,    63, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1992,    63, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1993,    63, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1994,    63, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1995,    63, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1996,    63, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1997,    63, 0.192E+01, 0.994E+03, 0.497E+04, 0.149E+04, 0.557E+02, 0.316E+03, 0.288E+03, 0.706E+03, 0.186E+04, 0.994E+03, 0.249E+04
1998,    63, 0.381E+01, 0.197E+04, 0.986E+04, 0.295E+04, 0.110E+03, 0.626E+03, 0.572E+03, 0.140E+04, 0.368E+04, 0.197E+04, 0.493E+04
1999,    63, 0.381E+01, 0.197E+04, 0.986E+04, 0.295E+04, 0.110E+03, 0.626E+03, 0.572E+03, 0.140E+04, 0.368E+04, 0.197E+04, 0.493E+04
2000,    63, 0.382E+01, 0.198E+04, 0.989E+04, 0.295E+04, 0.111E+03, 0.628E+03, 0.574E+03, 0.140E+04, 0.369E+04, 0.198E+04, 0.495E+04
1991,    59, 0.623E+02, 0.242E+05, 0.547E+05, 0.572E+05, 0.132E+05, 0.105E+05, 0.218E+04, 0.868E+04, 0.809E+05, 0.109E+05, 0.549E+05
1992,    59, 0.562E+02, 0.219E+05, 0.642E+05, 0.100E+06, 0.396E+04, 0.194E+05, 0.828E+04, 0.784E+04, 0.123E+06, 0.161E+05, 0.646E+05
1993,    59, 0.601E+02, 0.234E+05, 0.716E+05, 0.112E+06, 0.231E+04, 0.416E+05, 0.177E+04, 0.842E+04, 0.155E+06, 0.102E+05, 0.622E+05
1994,    59, 0.602E+02, 0.425E+05, 0.310E+05, 0.178E+05, 0.152E+05, 0.145E+05, 0.257E+04, 0.725E+04, 0.475E+05, 0.982E+04, 0.453E+05
1995,    59, 0.731E+02, 0.509E+05, 0.355E+05, 0.212E+05, 0.549E+04, 0.119E+05, 0.152E+04, 0.794E+04, 0.386E+05, 0.945E+04, 0.242E+05
1996,    59, 0.752E+02, 0.544E+05, 0.475E+05, 0.133E+05, 0.101E+05, 0.826E+04, 0.128E+04, 0.308E+04, 0.317E+05, 0.437E+04, 0.284E+05
1997,    59, 0.761E+02, 0.540E+05, 0.475E+05, 0.146E+05, 0.825E+04, 0.839E+04, 0.917E+03, 0.291E+04, 0.312E+05, 0.383E+04, 0.469E+05
1998,    59, 0.801E+02, 0.545E+05, 0.379E+05, 0.542E+04, 0.843E+04, 0.715E+04, 0.931E+03, 0.411E+04, 0.210E+05, 0.504E+04, 0.314E+05
1999,    59, 0.772E+02, 0.499E+05, 0.370E+05, 0.535E+04, 0.110E+05, 0.916E+04, 0.605E+03, 0.212E+04, 0.255E+05, 0.272E+04, 0.237E+05
2000,    59, 0.789E+02, 0.535E+05, 0.608E+05, 0.750E+04, 0.119E+05, 0.118E+05, 0.770E+03, 0.256E+04, 0.311E+05, 0.333E+04, 0.284E+05
1991,    55, 0.160E+02, 0.633E+04, 0.763E+04, 0.443E+04, 0.166E+05, 0.176E+04, 0.332E+03, 0.201E+04, 0.228E+05, 0.234E+04, 0.743E+04
1992,    55, 0.164E+02, 0.670E+04, 0.125E+05, 0.389E+04, 0.995E+04, 0.230E+04, 0.120E+04, 0.174E+04, 0.161E+05, 0.294E+04, 0.624E+04
1993,    55, 0.154E+02, 0.632E+04, 0.799E+04, 0.344E+04, 0.942E+04, 0.217E+04, 0.274E+03, 0.156E+04, 0.150E+05, 0.184E+04, 0.656E+04
1994,    55, 0.144E+02, 0.112E+05, 0.337E+04, 0.140E+04, 0.722E+04, 0.215E+04, 0.116E+03, 0.197E+04, 0.108E+05, 0.208E+04, 0.604E+04
1995,    55, 0.176E+02, 0.137E+05, 0.396E+04, 0.899E+03, 0.868E+04, 0.147E+04, 0.486E+03, 0.224E+04, 0.111E+05, 0.273E+04, 0.375E+04
1996,    55, 0.188E+02, 0.144E+05, 0.424E+04, 0.902E+03, 0.985E+04, 0.174E+04, 0.262E+03, 0.149E+04, 0.125E+05, 0.176E+04, 0.406E+04
1997,    55, 0.172E+02, 0.127E+05, 0.327E+04, 0.744E+03, 0.955E+04, 0.130E+04, 0.364E+03, 0.267E+04, 0.116E+05, 0.304E+04, 0.380E+04
1998,    55, 0.177E+02, 0.109E+05, 0.325E+04, 0.671E+03, 0.708E+04, 0.157E+04, 0.301E+03, 0.136E+04, 0.933E+04, 0.166E+04, 0.413E+04
1999,    55, 0.164E+02, 0.101E+05, 0.267E+04, 0.450E+03, 0.504E+04, 0.130E+04, 0.248E+03, 0.827E+03, 0.679E+04, 0.108E+04, 0.388E+04
2000,    55, 0.212E+02, 0.121E+05, 0.325E+04, 0.504E+03, 0.637E+04, 0.196E+04, 0.312E+03, 0.762E+03, 0.883E+04, 0.107E+04, 0.400E+04
1991,    65, 0.330E+02, 0.135E+05, 0.403E+05, 0.137E+05, 0.329E+05, 0.177E+05, 0.131E+04, 0.487E+04, 0.644E+05, 0.617E+04, 0.646E+05
1992,    65, 0.352E+02, 0.156E+05, 0.417E+05, 0.141E+05, 0.366E+05, 0.153E+05, 0.247E+04, 0.637E+04, 0.660E+05, 0.884E+04, 0.716E+05
1993,    65, 0.320E+02, 0.167E+05, 0.287E+05, 0.159E+05, 0.292E+05, 0.150E+05, 0.229E+04, 0.465E+04, 0.602E+05, 0.694E+04, 0.793E+05
1994,    65, 0.377E+02, 0.206E+05, 0.319E+05, 0.118E+05, 0.368E+05, 0.114E+05, 0.142E+04, 0.452E+04, 0.601E+05, 0.594E+04, 0.593E+05
1995,    65, 0.417E+02, 0.322E+05, 0.337E+05, 0.219E+05, 0.347E+05, 0.112E+05, 0.163E+04, 0.428E+04, 0.677E+05, 0.591E+04, 0.575E+05
1996,    65, 0.522E+02, 0.410E+05, 0.463E+05, 0.284E+05, 0.313E+05, 0.162E+05, 0.201E+04, 0.484E+04, 0.760E+05, 0.685E+04, 0.696E+05
1997,    65, 0.511E+02, 0.375E+05, 0.361E+05, 0.258E+05, 0.422E+05, 0.175E+05, 0.179E+04, 0.587E+04, 0.856E+05, 0.767E+04, 0.663E+05
1998,    65, 0.463E+02, 0.290E+05, 0.418E+05, 0.171E+05, 0.403E+05, 0.175E+05, 0.245E+04, 0.480E+04, 0.749E+05, 0.725E+04, 0.627E+05
1999,    65, 0.439E+02, 0.273E+05, 0.552E+05, 0.257E+05, 0.254E+05, 0.153E+05, 0.235E+04, 0.417E+04, 0.664E+05, 0.652E+04, 0.676E+05
2000,    65, 0.479E+02, 0.290E+05, 0.500E+05, 0.336E+05, 0.269E+05, 0.179E+05, 0.313E+04, 0.487E+04, 0.783E+05, 0.800E+04, 0.721E+05
1991,    32, 0.225E+03, 0.880E+05, 0.261E+05, 0.675E+04, 0.233E+06, 0.162E+05, 0.150E+04, 0.165E+05, 0.256E+06, 0.180E+05, 0.541E+05
1992,    32, 0.241E+03, 0.162E+06, 0.298E+05, 0.747E+04, 0.119E+06, 0.160E+05, 0.206E+04, 0.179E+05, 0.143E+06, 0.200E+05, 0.529E+05
1993,    32, 0.260E+03, 0.183E+06, 0.242E+05, 0.786E+04, 0.133E+06, 0.196E+05, 0.190E+04, 0.178E+05, 0.161E+06, 0.197E+05, 0.546E+05
1994,    32, 0.271E+03, 0.187E+06, 0.336E+05, 0.101E+05, 0.146E+06, 0.184E+05, 0.202E+04, 0.173E+05, 0.175E+06, 0.193E+05, 0.711E+05
1995,    32, 0.262E+03, 0.187E+06, 0.249E+05, 0.982E+04, 0.148E+06, 0.184E+05, 0.228E+04, 0.172E+05, 0.176E+06, 0.195E+05, 0.635E+05
1996,    32, 0.306E+03, 0.239E+06, 0.417E+05, 0.919E+04, 0.163E+06, 0.177E+05, 0.235E+04, 0.177E+05, 0.190E+06, 0.201E+05, 0.508E+05
1997,    32, 0.280E+03, 0.208E+06, 0.402E+05, 0.816E+04, 0.154E+06, 0.200E+05, 0.230E+04, 0.182E+05, 0.182E+06, 0.206E+05, 0.569E+05
1998,    32, 0.293E+03, 0.183E+06, 0.227E+05, 0.866E+04, 0.176E+06, 0.193E+05, 0.182E+04, 0.191E+05, 0.204E+06, 0.209E+05, 0.589E+05
1999,    32, 0.281E+03, 0.168E+06, 0.489E+05, 0.745E+04, 0.183E+06, 0.183E+05, 0.274E+04, 0.179E+05, 0.209E+06, 0.206E+05, 0.538E+05
2000,    32, 0.308E+03, 0.190E+06, 0.354E+05, 0.132E+05, 0.185E+06, 0.195E+05, 0.149E+04, 0.186E+05, 0.218E+06, 0.201E+05, 0.435E+05
1991,    53, 0.571E+01, 0.246E+04, 0.578E+04, 0.332E+04, 0.419E+04, 0.728E+03, 0.134E+03, 0.704E+03, 0.824E+04, 0.838E+03, 0.109E+05
1992,    53, 0.617E+01, 0.417E+04, 0.194E+04, 0.138E+04, 0.435E+04, 0.302E+03, 0.202E+03, 0.602E+03, 0.603E+04, 0.804E+03, 0.409E+04
1993,    53, 0.612E+01, 0.412E+04, 0.158E+04, 0.114E+04, 0.522E+04, 0.249E+03, 0.214E+03, 0.631E+03, 0.661E+04, 0.845E+03, 0.243E+04
1994,    53, 0.674E+01, 0.475E+04, 0.166E+04, 0.125E+04, 0.195E+04, 0.274E+03, 0.230E+03, 0.682E+03, 0.347E+04, 0.912E+03, 0.270E+04
1995,    53, 0.618E+01, 0.421E+04, 0.139E+04, 0.119E+04, 0.176E+04, 0.262E+03, 0.396E+03, 0.352E+03, 0.321E+04, 0.748E+03, 0.251E+04
1996,    53, 0.758E+01, 0.486E+04, 0.179E+04, 0.744E+03, 0.166E+04, 0.116E+04, 0.339E+03, 0.325E+03, 0.356E+04, 0.664E+03, 0.321E+04
1997,    53, 0.787E+01, 0.480E+04, 0.231E+04, 0.127E+04, 0.197E+04, 0.953E+03, 0.264E+03, 0.260E+03, 0.419E+04, 0.524E+03, 0.307E+04
1998,    53, 0.104E+02, 0.606E+04, 0.283E+04, 0.213E+04, 0.221E+04, 0.180E+04, 0.315E+03, 0.751E+03, 0.614E+04, 0.107E+04, 0.361E+04
1999,    53, 0.832E+01, 0.486E+04, 0.215E+03, 0.769E+03, 0.136E+04, 0.117E+04, 0.191E+02, 0.528E+03, 0.330E+04, 0.547E+03, 0.262E+04
2000,    53, 0.904E+01, 0.509E+04, 0.196E+04, 0.679E+03, 0.206E+04, 0.110E+04, 0.284E+03, 0.447E+03, 0.384E+04, 0.731E+03, 0.316E+04
1991,    47, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1992,    47, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1993,    47, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
